ID,Product Title,Price,Rating,Free Shipping Status,Seller Rating,Ship on Time,Product Link,Specifications
34,Xiaomi Redmi Note 12 || 8GB Ram 128GB Rom || 5000mAh Battery 33W Fast Charger,50399,4.8,Free Delivery,91.0,74.0,https://www.daraz.pk/products/12-8gb-128gb-5000mah-33-i421379488-s1989920618.html?search=1,"['eneral FeaturesRelease Date2023-05-10SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions165.66 x 75.96 x 7.85 mmPhone Weight183.5gOperating SystemMIUI 14 based on Android 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED Capacitive Touchscreen, MultitouchScreen ProtectionCorning Gorilla Glass 3MemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorQualcomm Snapdragon 685 (6nm)GPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera13 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo', 'eneral Features\nRelease Date 2023-05-10\nSIM Support Hybrid Dual SIM (Nano-SIM, dual stand-by)\nPhone Dimensions 165.66 x 75.96 x 7.85 mm\nPhone Weight 183.5g\nOperating System MIUI 14 based on Android 13\nDisplay\nScreen Size 6.67 inches\nScreen Resolution 1080 x 2400 pixels\nScreen Type AMOLED Capacitive Touchscreen, Multitouch\nScreen Protection Corning Gorilla Glass 3\nMemory\nInternal Memory 128 GB\nRAM 8 GB\nCard Slot microSDXC (uses shared SIM slot)\nPerformance\nProcessor Qualcomm Snapdragon 685 (6nm)\nGPU Adreno 610\nBattery\nType Li-Po 5000 mAh, non-removable\nCamera\nFront Camera 13 MP\nFront Flash Light No\nFront Video Recording 1080p@30fps\nBack Flash Light Yes\nBack Camera 50 MP + 8 MP + 2 MP\nBack Video Recording 1080p@30fps\nConnectivity', '']"
35,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",29999,4.8,Free Delivery,95.0,85.0,https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1,"['ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.71 Inches Resolution720 x 1650 Pixels (~268 PPI) ProtectionCorning Gorilla Glass Extra Features500 nits (typ) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual camera: 50 MP, (wide), PDAF + 0.08 MP (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front5 MP, Video (1080p@30fps)', 'Display: 6.71"" Dot Drop display\nResolution: 1650 × 720 HD+\nProcessor: MediaTek Helio G85 12nm chipset, octa-core CPU: up to 2.0GHz\nRear Camera: 50MP main camera, f/1.8\nFront Camera: 5MP front camera, f/2.2\nSecurity & Authentication: Rear fingerprint sensor + AI Face unlock\nNetwork & Connectivity: Dual SIM + MicroSD\nNavigation & Positioning: GPS | Glonass | Galileo | Beidou\nAudio: 3.5mm headphone jack\nSensor: Virtual Proximity | Accelerometer\nOperating System: MIUI 13 based on Android 12', '']"
36,Samsung Galaxy A14 4GB+128GB,51999,4.7,Fastest Delivery,92.0,100.0,https://www.daraz.pk/products/samsung-galaxy-a14-4gb128gb-i422211748-s1998041160.html?search=1,"['Samsung A14 4/128', 'Samsung A14 - 4 GB RAM - 128 GB ROM', 'Specifications of Samsung Galaxy A14 4GB+128GB\nBrand Samsung SKU 422211748_PK-1998041160 Protection Not Specified Year Not Specified Number Of Cameras Not Specified\nWhat’s in the box 1 x Phone, 1 x User Manual']"
37,"XMobile Platinum 1000 || 2.8"" colorful display || 2000mAh Battery || Auto Call recording || One year brand warranty || PTA Approved",3579,4.9,Free Delivery,92.0,96.0,https://www.daraz.pk/products/xmobile-platinum-1000-28-colorful-display-2000mah-battery-auto-call-recording-one-year-brand-warranty-pta-approved-i429585373-s2045901867.html?search=1,"['2.5"" colorful display.\nwireless FM Radio.\n2000mAh battery.\nAuto Call recording.\nsuper slim Design.\nOne year brand warranty.\nPTA Approved.', 'SPECIFICATIONS.\n2.5"" colorful display.\nwireless FM Radio.\n2000mAh battery.\nAuto Call recording.\nsuper slim Design.\nOne year brand warranty.\nPTA Approved.', 'Specifications of XMobile Platinum 1000 || 2.8"" colorful display || 2000mAh Battery || Auto Call recording || One year brand warranty || PTA Approved\nBrand No Brand SKU 429585373_PK-2045901867 Warranty Policy EN Change of mind is not applicable\nWhat’s in the box 1 x phone x charger x warranty card.']"
38,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,29999,4.5,Standard Delivery,93.0,100.0,https://www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i438355041-s2122292352.html?search=1,"['General FeaturesRelease Date2022-02-28SIM SupportSingle SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.4 x 76.3 x 9.1 mmPhone Weight192 gOperating SystemAndroid 12, One UI Core 4.1DisplayScreen Size6.5 inchesScreen Resolution720 x 1600 pixelsScreen TypePLS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory64GBRAM4/GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessor2.35 Ghz Octa CoreBatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioN/AWiFiYesNFCNo', '', '']"
39,Sparx neo 7 ultra 8GB RAM 128GB ROM || 50 MP dual camera || 5000mAh battery || PTA approved || 1 year brand warranty,32999,4.3,Free Delivery,92.0,96.0,https://www.daraz.pk/products/sparx-neo-7-ultra-8gb-ram-128gb-rom-50-mp-dual-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i432785193-s2114126786.html?search=1,"['DETAILS OF SPARX NEO 7 ULTRA 8+128GB· Display: 6.52""· Camera: 50MP + 2MP | 13MPSelfie· USB: MicroUSB2.0· Battery: Li-Po 5000mAh,Non-removable· Fast Charging: Fast Charging18W· Memory: 128GB ROM 8GB RAM· Processor: Octa-Core· Technology: GSM / HSPA / LTE· Sim: Dual Sim (Nano-Sim, dualstand-by)· OS: Andriod 12· WLAN: Wi-Fi 802.11 a/b/g/n/ac,Hotspot· Bluetooth: 5.1, A2DP, LE· GPS: GPS, A-GPS· NFC: No· Radio: FM Radio', 'Sparx Neo 7 Ultra detailed specifications\nBuild OS Android 12 OS  \nDimensions N/A  \nWeight N/A  \nSIM Dual Sim, Dual Standby (Nano-SIM)  \nColors Various  \nFrequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900  \n3G Band HSDPA 850 / 900 / 2100  \n4G Band LTE  \nProcessor CPU 2.0 Ghz Octa Core  \nChipset Unisoc Tiger T616  \nGPU Mali-G57 MP1  \nDisplay Technology IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  \nSize 6.5 Inches  \nResolution 720 x 1612 Pixels (~271 PPI)  \nMemory Built-in 128GB Built-in, 6GB RAM  \nCard microSD Card, (supports up to 256GB)  \nCamera Main Dual Camera: 50 MP + 2 MP, LED Flash  \nFeatures Ge-tagging, Phase detection, Panorama, HDR, Video  \nFront 13 MP  \nConnectivity WLAN Wi-Fi 802.11 b/g/n, hotspot  \nBluetooth v5.1 with A2DP, LE  \nGPS Yes + A-GPS support  \nRadio FM Radio  \nUSB microUSB 2.0  \nNFC No  \nData GPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G LTE  \nSensors Accelerometer, Fingerprint, Proximity  ', '']"
40,itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,22749,4.4,Free Delivery,88.0,100.0,https://www.daraz.pk/products/itel-a60s-66-hd-display-8128gb-storage-hd-display-8mp-dual-rear-camera-i433726040-s2090405685.html?search=1,"['6.6″ HD+ Display\n5000mAh Battery\n8GB RAM* +128GB ROM\n8MP Dual Rear Camera\nDual Security', 'The itel A60s is a mobile phone with a 6.6"" HD+ display that provides a clear and vivid visual experience. With 8GB RAM and 128GB ROM, you can store all your important files and documents without worrying about running out of space. The phone is equipped with a 5000mAh battery that ensures long-lasting usage. The 8MP dual rear camera allows you to capture stunning photos and videos. The phone also features dual security for added protection. Overall, the itel A60s is a reliable and efficient mobile phone that is perfect for everyday use.', '']"
41,OPPO A17 4GB + 64GB 5000mAh Battery,36999,4.7,Standard Delivery,90.0,66.0,https://www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383387.html?search=1,"['Stylish Design Luxury and premium look\nBig Dual Eye camera\n5000 mAH big battery with 10W charging\n4GB Ram + 4GB expendable Ram\n64GB memory\n6.56"" Big waterdrop screen', 'Stylish Design Luxury and premium look \nBig Dual Eye camera \n5000 mAH big battery with 10W charging \n4GB Ram + 4GB expendable Ram \n64GB memory \n6.56"" Big waterdrop screen ', 'Specifications of OPPO A17 4GB + 64GB 5000mAh Battery\nBrand OPPO SKU 422151695_PK-1997383387 Protection Corning Gorilla Glass 4 Year Not Specified Number Of Cameras 3\nWhat’s in the box 1 x Phone, 1 x adopter, 1 x cable , 1 x Back cover, 1 x booklet']"
42,"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",27999,4.5,Free Delivery,85.0,100.0,https://www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404169.html?search=1,"['1 Year Brand Warranty\nBrand New, Box Pack\nDisplay : 6.6"" Inch HD+ 90Hz\nOS : Android 12\nMemory : 8GB + 8GB RAM , 128GB/256GB ROM\nProcessor : Octa-core, Unisoc T606\nMain Camera : 50 MP Dual\nFront Camera : 8 MP\nBattery : Li-Po 6000 mAh, non-removable\n18W Fast Charging\nPTA Approved', 'S23 Super Smooth and Colorful.\n   ', '']"
43,Samsung Galaxy A54 8GB+256GB,128999,4.6,Fastest Delivery,92.0,100.0,https://www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1,"['6.4 inches, 100.5 cm2 (~82.9% screen-to-body ratio)Android 13, One UI 5.150 MP, f/1.8, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 123˚ (ultrawide), 1.12µm 5 MP, f/2.4, (macro)Li-Po 5000 mAh, non-removable', '6.4 inches, 100.5 cm2 (~82.9% screen-to-body ratio) Android 13, One UI 5.1 50 MP, f/1.8, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 123˚ (ultrawide), 1.12µm 5 MP, f/2.4, (macro) Li-Po 5000 mAh, non-removable', 'Specifications of Samsung Galaxy A54 8GB+256GB\nBrand Samsung SKU 432674368_PK-2125093041 Protection Not Specified Number Of Cameras Not Specified Year Not Specified\nWhat’s in the box 1 x Phone, 1x Charger']"
44,Itel it 2165 - Without camera - Dual Sim - 1.77 Inch Display - Dual Sim - PTA Approved with 1 Year Brand Warranty - King Talker - 2000 Contacts Capacity - Wireless FM Radio - 1000mAH Battery - Bright Torch - Bluetooth - Memory Card Supported,2299,4.3,Free Delivery,87.0,100.0,https://www.daraz.pk/products/it-2165-177-pta-1-2000-fm-1000mah-i435992720-s2094172262.html?search=1,"['Itel it 2165\nWithout camera\nDual Sim\n1.77 Inch Display\nDual Sim\nPTA Approved with 1 Year Brand Warranty\nKing Talker\n2000 Contacts Capacity\nCall recording\nWireless FM Radio\n1000mAH Battery\nBright Torch\nBluetooth\nMemory Card Supported', 'Itel it 2165\nWithout camera\nDual Sim\n1.77 Inch Display\nDual Sim\nPTA Approved with 1 Year Brand Warranty \nKing Talker\n2000 Contacts Capacity \nCall recording\n Wireless FM Radio\n1000mAH Battery \nBright Torch\n Bluetooth\nMemory Card Supported', '']"
45,Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,36999,4.7,Free Delivery,91.0,74.0,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i431382940-s2064284782.html?search=1,"['General FeaturesRelease Date2023-08-29SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.7 x 76.6 x 8.4 mmPhone Weight196 gOperating SystemAndroid 13, XOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 0.08 MPBack Video Recording1440p@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes', 'General Features\nRelease Date 2023-08-29\nSIM Support Dual SIM (Nano-SIM, dual stand-by)\nPhone Dimensions 168.7 x 76.6 x 8.4 mm\nPhone Weight 196 g\nOperating System Android 13, XOS 12.6\nDisplay\nScreen Size 6.78 Inches\nScreen Resolution 1080 x 2460 Pixels\nScreen Type IPS LCD\nScreen Protection N/A\nMemory\nInternal Memory 128 GB\nRAM 8 GB\nCard Slot microSDXC (dedicated slot)\nPerformance\nProcessor Mediatek Helio G88 (12nm) Octa-core\nGPU Mali-G52 MC2\nBattery\nType 5000 mAh\nCamera\nFront Camera 8 MP\nFront Flash Light Yes\nFront Video Recording 1080p@30fps\nBack Flash Light Yes\nBack Camera 50 MP + 0.08 MP\nBack Video Recording 1440p@30fps, 1080p@30fps\nConnectivity', '']"
46,Faywa K14 - Triple Sim - 1.4 Black & White Display - PTA APPROVED - Soft Keypad - Bluetooth Dialer - Auto Call recording - Wireless Fm radio - Powerful LED Torch - 1 year brand warranty,2299,1.0,Free Delivery,87.0,100.0,https://www.daraz.pk/products/faywa-k14-14-pta-fm-led-1-i438538978-s2122724505.html?search=1,"['pre { white-space: pre-wrap; }• Faywa K14 - Triple Sim feature phone• 1.4"" Black & White display for easy viewing• PTA approved for reliable usage in Pakistan• Soft keypad for comfortable typing• Bluetooth dialer for hands-free calling• Auto call recording for convenience• Wireless FM radio for entertainment on-the-go• Powerful LED torch for emergency situations• 1 year brand warranty for peace of mindAudio playerMemory card supported', 'Introducing the Faywa K14, a feature phone that is PTA approved and comes with a 1-year brand warranty. With its triple sim slots, you can easily switch between different networks. The phone features a 1.4 inch black and white display and a soft keypad for easy typing. It also comes with a Bluetooth dialer and auto call recording feature. The powerful LED torch is perfect for use in low light situations. Additionally, you can enjoy wireless FM radio on the go. The Faywa K14 is a reliable and practical choice for those who need a simple yet functional phone.\n\n• Faywa K14 - Triple Sim feature phone\n• 1.4"" Black & White display for easy viewing\n• PTA approved for reliable usage in Pakistan\n• Soft keypad for comfortable typing\n• Bluetooth dialer for hands-free calling\n• Auto call recording for convenience\n• Wireless FM radio for entertainment on-the-go\n• Powerful LED torch for emergency situations\n• 1 year brand warranty for peace of mind\nAudio player\nMemory card supported ', 'Specifications of Faywa K14 - Triple Sim - 1.4 Black & White Display - PTA APPROVED - Soft Keypad - Bluetooth Dialer - Auto Call recording - Wireless Fm radio - Powerful LED Torch - 1 year brand warranty\nBrand No Brand SKU 438538978_PK-2122724505 Model Faywa K14 Sim Slots Triple Sim\nWhat’s in the box 1 x Mobile Phone, 1 x Charger, 1 x user guide book/Warranty card']"
47,"Gresso Rockstar Mobile,2.8 Inch display, Dual Sim, PTA Approved with 1 Year Brand Warranty, 5800mAH Biggest Battery With Direct Powerbank, Auto call recording, Bluetooth, Rejected unknown callers, Strong Torch Light",4200,4.5,Free Delivery,87.0,100.0,https://www.daraz.pk/products/pta-1-1-mah-i426752073-s2025653662.html?search=1,"['Gresso Rockstar Mobile,\nDual Sim,\nPTA Approved with 1 Year Brand Warranty,\n5800mAH Biggest Battery With Direct Powerbank, ( You Can Directly Charge Your Phone, Smart Watches Or Gadgets )\nAuto call recording,\nBluetooth,\nRejected unknown callers,\nStrong Torch Light\n2.8 Inch Big Display\n3D Woofer Speaker\nInternal Power bank\nMemory Card Supported\nAudio & Video Player', 'Gresso Rockstar Mobile,\nDual Sim,\nPTA Approved with 1 Year Brand Warranty,\n5800mAH Biggest Battery With Direct Powerbank, ( You Can Directly Charge Your Phone, Smart Watches Or Gadgets )\nAuto call recording,\nBluetooth,\nRejected unknown callers,\nStrong Torch Light\n2.8 Inch Big Display\n3D Woofer Speaker\nInternal Power bank\nMemory Card Supported\nAudio & Video Player', '']"
48,Xiaomi 13T,169999,4.5,Free Delivery,93.0,100.0,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?search=1,"['Display: FHD+ 6.67” CrystalRes AMOLED display | 2712 x 1220, 446 ppi\nRefresh rate: Up to 144Hz\nProcessor: MediaTek Dimensity 8200-Ultra\nCooling System: LiquidCool Technology (5000mm2 stainless steel VC + Multi-layer graphite sheets)\nFront Camera: 20 MP, f/2.2, (wide)\nRear Camera: 50 MP, f/1.9, 24mm (wide) | 50 MP, f/1.9, 50mm (telephoto) | 12 MP, f/2.2, 15mm (ultrawide)\nCamera Features: Leica lens, LED flash, HDR, panorama\nVideo Recording: HDR10+ for up to 4K at 30fps\nSecurity: In-screen fingerprint sensor | AI face unlock\nBattery & Charging: 5000mAh (typ) battery – 67W turbo charging (USB Type-C 2.0)\nAudio: Dual speakers | Dolby Atmos®\nUI and system: MIUI 14 based on Android 13\nOther Features: NFC, 5G', '', '']"
49,"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",49999,4.7,Free Delivery,94.0,100.0,https://www.daraz.pk/products/tecno-camon-20-8gb256gb-64-mp-camera-5000-mah-battery-667-i428102257-s2035159540.html?search=1,"['8GB/256GB 64 MP Back Camera - 32 MP Front Camera5000 mAH- Battery6.67"" DisplaySlim Design (Camon Puzzle)Fingerprint on Display', '8GB/256GB \n64 MP Back Camera - 32 MP Front Camera\n5000 mAH- Battery\n6.67"" Display\nSlim Design (Camon Puzzle)\nFingerprint on Display', 'Specifications of Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""\nBrand Tecno SKU 428102257_PK-2035159540 Protection Not Specified Year Not Specified Number Of Cameras Not Specified\nWhat’s in the box 1 x Phone, 1 x Charger']"
50,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",46999,4.7,Free Delivery,87.0,0.0,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i428260994-s2049065109.html?search=1,"['ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in128/256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)', 'Build OS Android 13 OS  \nUI XOS  \nDimensions 168.6 x 76.6 x 8.6 mm  \nWeight 219 g  \nSIM Dual Sim, Dual Standby (Nano-SIM)  \nColors Obsidian Black, Interstellar Blue, Sunset Gold  \nFrequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900  \n3G Band HSDPA 850 / 900 / 2100  \n4G Band LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500)  \nProcessor CPU Octa-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55)  \nChipset Mediatek MT8781 Helio G99 (6nm)  \nGPU Mali-G57 MC2  \nDisplay Technology IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  \nSize 6.78 Inches  \nResolution 1080 x 2460 Pixels (~396 PPI)  \nExtra Features 120Hz, 580 nits (peak)  \nMemory Built-in 128/256GB Built-in, 8GB RAM, UFS  \nCard microSDXC (dedicated slot)  \nCamera Main Triple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash  \nFeatures Phase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps)  \nFront 16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)  \nConnectivity WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct  \nBluetooth v5.1 with A2DP, LE  \nGPS Yes + A-GPS support  \nRadio FM Radio  \nUSB USB Type-C 2.0, OTG  \nNFC Yes  \nData GPRS, Edge, 3G (HSPA 42.2/5.76 Mbps, 4G (LTE Cat4 150/50 Mbps)  \nFeatures Sensors Accelerometer, Compass, Fingerprint (side mounted), Gyro, Proximity  ', '']"
51,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,28999,4.9,Free Delivery,94.0,92.0,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1,"['BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.71 Inches Resolution720 x 1650 Pixels (~268 PPI) ProtectionCorning Gorilla Glass Extra Features500 nits (typ) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual camera: 50 MP, (wide), PDAF + 0.08 MP (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front5 MP, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support & Glonass, BDS RadioFM Radio USBmicroUSB 2.0 NFCYes DataGPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Fingerprint (rear mounted), Proximity Audio3.5mm Audio Jack, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM Gamesbuilt-in + downloadable TorchYes ExtraNFC (market dependent), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Battery charging 10W wired', 'Build OS Android 12 OS  \nUI MIU1 13  \nDimensions 168.8 x 76.4 x 8.8 mm  \nWeight 192 g  \nSIM Dual Sim, Dual Standby (Nano-SIM)  \nColors Black, Blue, Mint, Violet  \nFrequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900  \n3G Band HSDPA 850 / 900 / 1900 / 2100  \n4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)  \nProcessor CPU Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55)  \nChipset Mediatek MT6769Z Helio G85 (12nm)  \nGPU Mali-G52 MC2  ', '']"
52,Nokia 105 2017 Dual Sim High Quality A Plus Copy Feels Like Original PTA Approved With Box And charger,2700,5.0,Standard Delivery,87.0,100.0,https://www.daraz.pk/products/105-pta-i426769423-s2070378821.html?search=1,"['(0 Precent profit)\nVery & Good best and low Price For drazz Store Ratings\nVery best and good Quality Personal Checked\nPTA Life Time grantee hugi', '✅ PTA Life Time Wronty\n✅ Dual SIM\n✅ 1.77 inches Display\n✅ High Quality\n✅ Best price\n✅ Long Life\n✅ 4 MB Ram\n✅ 4 MB Rom\n✅ Removable 1000 mAh² battery\n✅ High Quality Keypad\n✅ Imported Device With Box Pack And Charger', 'Specifications of Nokia 105 2017 Dual Sim High Quality A Plus Copy Feels Like Original PTA Approved With Box And charger\nBrand No Brand SKU 426769423_PK-2070378821\nWhat’s in the box 1x Phone, 1X Charger, 1x Back Cover']"
53,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,39999,4.7,Standard Delivery,93.0,100.0,https://www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1,"['Official PTA Approved\n1 Year official Warranty\nRam 4Gb\nStorage 128Gb\n6.5” HD+ Display with 90 Hz Fast Refresh Rate\nRear Cam: 50MP Main + 2MP Depth + 2MP Macro\nSide-mounted Fingerprint Sensor\nLarge Expandable Storage (up to 1TB)\n15-Watt Adaptive Fast Charging with C-Type port', '', '']"
54,XMobile X101 Plus || 1.8 Inch Colourfull Display || Supper LED Torch || 3000mAh Battery || PTA Approved || 1Year Brand Warranty,2430,4.5,Free Delivery,92.0,96.0,https://www.daraz.pk/products/xmobile-x101-plus-18-inch-colourfull-display-supper-led-torch-3000mah-battery-pta-approved-1year-brand-warranty-i429589488-s2045911402.html?search=1,"['X Mobile X101Plus1.8 InchColourfull Display3000 mAh BatteryAuto CallRecordingThunder SterioSpeakerSuper LED TorchLightDirect TorchSwitch', 'X Mobile X101 Plus\n1.8 Inch Colourfull Display\n3000 mAh Battery\nAuto Call Recording\nThunder Sterio Speaker\nSuper LED Torch Light\nDirect Torch Switch', 'Specifications of XMobile X101 Plus || 1.8 Inch Colourfull Display || Supper LED Torch || 3000mAh Battery || PTA Approved || 1Year Brand Warranty\nBrand No Brand SKU 429589488_PK-2045911402 Warranty Policy EN Change Of Mind Is Not Applicable\nWhat’s in the box 1 X Mobile X Charger']"
