ID,Reviews
0021,None
0022,"[""Original Product, Packing for logistics was excellent. Delivered on first promised day( took 4 days to deliver a standard time. price slight higher than company declared price and market price but it's ok in case of 0%installments"", 'Thanks to the seller for the phone the same as I ordered, the same color keeps your trust to people but guarantee card is Missing I ordered one more same mobile with an other number', 'received my package today good looking mobile in this price tag.', 'Received just in one day, Looks good. 👍', 'very nice and good mobile in this price range and its my first experience very good experience', 'Honest Seller, the product was same as shown. delivery little bit late but the seller 100% Recommend.', 'Original Product and super fast delivery within 18 hours. Good seller. thanks Daraz.', 'same product. jo btaya wohi delivere kia delivery service boht fast hy. good.', 'Xiaomi no 1 world choice nice fone big battery charging type C honi chahia thi.', 'Seller responded on time, sent earlier and received well, 5 star for good experience', 'received my package today good looking mobile in this price tag.', 'amazing parcel jesa dekhaya gya wesa hi Aya zabardsht 😍 fully certifies', 'Best', ""box was damaged and not well packed, set is working fine so far and product is original. can't comment if it's not repacked as not aware how to check"", 'Original Product Pta Approved Before time recieved Recomended']"
0023,"['Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.', 'Nice mobile delivery in time thanks for seller', 'thank you draz and thank you seller bohat Acha mobile Hy or same colour Jo order Kia tha bohat Acha seller Hy over all very nice and good experience', 'delivered phone same as shown in picture', 'product delivered with in the time period given. thanks daraz and seller for keeping our trust.', 'First experience for buying mobile phone from Daraz, good Mobile Phone with reasonable price, Seller is very cooperative. Recommended Seller 👍', 'Like every time, this time also the experience was very good and I received the delivery on time. Thank you daraz', 'Honest seller. Geniun product. Same as shown. PTA approved. 11/11 offer benefit. Very low price. Thanks daraz. 5 stars.', 'original product and sealed. bus delivery time zyada laga tha may be due to 11 11', 'It’s quite nice product and original and the delivery time was also affable', 'very good mobile phone', 'فون مجھے مل گیا پی ٹی اے پروؤ ہے بہت اچھی پیکنگ تھی جو آرڈر کیا تھا وہی ملا ہے بہت شکریہ', 'Received sealed pack. Same as ordered. Satisfied', 'Original product at good price.', 'Satisfied with the product.thanks to draz']"
0024,"['1 . Look & Design: Phone is awesome in look very beautiful design. Feels like premium flagship 2. Performance : Satisfactory 3. Battery : Awesome 4. Front Camera Average 5. Back Camera : Good but not excellent 6. Over all : Value for money. Recommended this item.', 'بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں', 'I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want', 'I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want', 'بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں', ""Product was delivered within two days, Alhamdolillah I received the same phone as they promised. I was worried about the delivery of the product but the seller was very cooperative. Thankyou again. I am unable to share my phone's pictures because i captured them from my old phone, and unfortunately its battery is dead, (the reason i bought this phone). I would definitely recommend people to buy from AlhamdoLillah Traders Co. They are trusted 😃, From: Dera Ismail Khan."", ""Trusted Vendor, Responsive.. well packed received in a very good condition.. a Very beautiful Mobile phone, haven't used yet but Hope it would work great... thanks Seller"", 'I Give 5 Star Rating on this product. The seller is very cooperative, honest, friendly and has fast delivery service. Give me the original product. same as show in add. Thanks seller and thanks Daraz.', 'So i ordered white color accidentally but mene seller ko chat me kh dia k mugha green chahiya and he said ok but seller ne bhi galti se white bhj dia. Jb mugha deliver hua to mene unse contact kia and unho ne mugha replace krna ki offer ki k ap is shop pr ja kr clr change krwa le. Amazing after sales. And the product i got is genuine box packed.', 'bat acha mobhil phone ha good service ha aor fast Delivery ha thank you draz and seller ❤❤', ""Seller: I had a remarkable experience with this seller. They were highly responsive, and my order arrived in just 4 days, faster than the estimated 10-14 days. The phone was brand new, PTA approved, and well-packaged. Phone: Impressive The phone is excellent. It excels in camera quality, touch sensitivity, screen resolution, and speed, all receiving a perfect 10/10 rating. The only drawback is the 5000mAh battery's faster drain."", 'Honest seller and a good one, seller should dispatch the phone on next working day or in 2 days. Mine was dispatched a bit later but thankfully leopard didn’t take much time to deliver. I collected it myself on Saturday else could have been Monday.', 'yar boht jaldi receive hwa boht acha mob Mila boht he acha Banda ha yar jis na Bajha boht respect sa bat karta Hain or reply bi fast ha or Jo Kuch kah doo bai kar deta boht trusted Banda ha 3rd mob ha Jo is bai sa order karwa raha hamesha original Mila Masha Allah Allah inhain kamiyab Kara ameen', 'Orignal Mobile Phone PTA Approved Non Acctive Fast Delivery Service Thanks For Seller And Daraz Online Shopping', 'got my phone I am already a fan of daraz satisfaction level infinity']"
0025,"['Zabrdast mobile hy. Original packing k sath. Markeet me final 39000 ka mil raha tha. Daraz se 36500 ka mila hy. Thnkew daraz', 'Thanks Daraz. Original device in a low price and deliver safely on time. Keep it up', 'best mobile good and save and fast delivery on time.. thank you selar thank you daraz', 'buht hi Acha experience raha. Market se buht hi discounted price pr buy kiya and also delivered within one day. Happy with purchase😊', ""It was worth it! The mobile phone is original and really good in performance and it is really recommended. The only thing missing is that we didn't get any warranty card in the box."", 'product is made in Pakistan however it is of good quality', 'Bohat hi aala phone hey, 👋😊👋👋 Thanks to Seller and Daraz', 'Best product Best seller service thanks Draz', 'best mobile good and save and fast delivery on time.. thank you selar thank you daraz', 'Very good product, seller response is appreciated. Well packed and in time delivery. Thank u', ""I want to thanks SAMSUNG very much for this smartphone it's awesome and affordable."", 'Genuine seller, fast delivery same product delivered shown in pictures, reccomended', 'excellent..got the desired product as it was ordered', 'zabrdst rate bhe acha servicr bhe achi', 'it is very wonderful gadget.']"
0026,"['Reciceved it in 3 days good mobile original no damage to the product original charger was also in the box Recommended Seller', 'UNBEATABLE PRICE BY SELLER VERY CO OPERATIVE SELLER BUT VERY LATE ANSWERING . OVERALL 10/10 THANK YOU TO DARAZ PLATFORM', 'Product is original and as per details given. Delivered well before the committed time. Good presentable packaging, delivery is safe and sound.recommended the saller.', 'Product is original and as per details given. Delivered well before the committed time. Good presentable packaging, delivery is safe and sound.recommended the saller.', 'UNBEATABLE PRICE BY SELLER VERY CO OPERATIVE SELLER BUT VERY LATE ANSWERING . OVERALL 10/10 THANK YOU TO DARAZ PLATFORM', 'Very Good seller at daraz store.i am satisfied with this order and recommend this seller. very Good and fast mobile thanks daraz.', 'very nice good quality mobile average price rom 128GB', 'very good seller original product', 'zaberdast 10/10', 'bht acha mobile hye very nice product mgr charger kharab hye ☹️', 'bht zabardast mobile hye bht manasab qeemat perfect delivery time ♥️♥️♥️♥️♥️♥️♥️♥️', 'Reciceved it in 3 days good mobile original no damage to the product original charger was also in the box Recommended Seller', 'I am very happy to receive my ordered Mobile phone, which has arrived safe and sound.', 'received as described thanks', ""the delivery service and seller service both were terrible. the seller didn't even respond to my msgs. but the product is good""]"
0027,"['Amazing phone within the discounted price of #11.11 I would recommend everyone if you are looking to get the basics done alright and don’t want to spend too much this is the right choice. Quality is not cheap like other phones in this budget. However I do have one complaint as the phone down have a case in the box and no warranty card. #11.11', 'i am using this mobile for 5 days now. best mobile for basic tasks like whatsapp call youtube etc. i received it on 11.11 sale at price 15k which is too good deal. everyone appriciate its look. working smooth and battery timing is too good. 👍', 'Received Brand new box packed mobile. Quality Seems to be good. Performance is also fine. Excellent product, Original and value for Money.', 'excellent mobile excellent service excellent response time to time thanks for everything recommended you all guys who are just thinking for buying..want to give 10 stars am so glad to have this beautiful product.', 'Received Brand new box packed mobile. Quality Seems to be good. Performance is also fine. Excellent product, Original and value for Money.', 'Many thanks daraz team and same specs as in description and mobile is very well.. Its surprise gift to my mother and she is very happy after getting this 😍', 'beautiful cell.. original honor x5 seal peck..', 'nice products nice quality fast delivery', 'sir mene 11.11 sale men Lia ha wahan HBL bank se pay krne par 15000 ka show horha tha Lekin mere AP ne 16609 Kate ha ye Kya msla ha mene HBL bank se he pay kia tha plz muje apny 1500 wapis karega thx', 'Delivery Late Mili hai muj ko.Product Is Good aur Daikhta hai ismaal kar k ab wase TU Sahi lag Raha hai', 'Mashallah bhoot acha phone ha or as price ma bhoot he best ha Thanks bahi Allah pak khouss rhky ap ko🥰', 'It is good but the final feedback should be given after the use of the product for a few weeks', 'Quality is awesome n in this price is the best option ...100 % genuine ..Thanks to Draz', 'Reached safely with outstanding paking, beautiful set', 'amazing product timely delivered highly recommend']"
0028,"['""Recently acquired the Infinix Note 30 – impressed with its overall performance. The shipment exceeded expected delivery time, though there was a color discrepancy (ordered black, received gray). Will share detailed performance feedback after more use. Appreciate Daraz team for their service.""', 'Great phone and in same condition box packed sealed. Orrigional accessories. Everything is great but delivery was not good by leopard. They tell that delivery is not in that area.', 'Mashallah phone Tu great ha budget friendly value for money packing company packing mei tha seal pack sound system JBL company Ka ha sound la Jawab ha 10/10 for seller and for phone 10/8', 'thankyou Alhamdulillah trading co for delivering phone fast and on time. they delivered box packed genuine product. businesses like Alhamdulillah trading co are reason to trust ecommerce. keep up the good work. looking forward to do business again.', 'Great phone and in same condition box packed sealed. Orrigional accessories. Everything is great but delivery was not good by leopard. They tell that delivery is not in that area.', 'Asslaam u Alaikum & Thanks to seller after my order I received phone in 50/- Hrs very fast service of Daraz & Seller.I got phone in genuine condition.God bless u Brother', 'very nice mobile infnix Note 30 quality is amazing colour osam Thanks draz', 'appreciation for Daraz and seller.. placed order and recieved in less than 24 hrs.. fast and safe delivery.. thumbs up 👍', 'very good phone in this budget. very sleek design, good battery , graphics and performance.', 'best quality original product', ""Seller is cooperative. Delivery was on time. Product quality is as shown in the photos. Packing was not upto the mark. Seller is requested to properly pack the mobiles. I'll definitely buy from this seller in future."", 'main nay infinix note 30 horder kia black colour main MA SHA ALLAH bhut acha sat ha use krnay me..i like this thanks to draz...', 'its a wonderful cell phone.. everything is in good condition. packing is good. recommended seller', 'Mashallah phone Tu great ha budget friendly value for money packing company packing mei tha seal pack sound system JBL company Ka ha sound la Jawab ha 10/10 for seller and for phone 10/8', 'mobile is fine, but terrible delivery experience, 1st they updated wrong status that address not found & after making multiple complaints i was asked to visit their office for order pickup ( also had to visit twice bcz they were unable to find parcel on the 1st day of visit)']"
0029,"['Aslamo -Alikum Dear Consumer buhat acha Phone Quality Best ha sound level ha Flash Light bhi zabrdast Bettry Timing bhi Kamal ki ha Well""Jo ma ne Blue Colour order kia tha wo he mujhe received Howa or Fast Service & delivery k sath or in ka rate Kafi sallers se munasib or Kam ha Thanks You Draz & Sellers....', 'Amazing product deliver on time working good using from a week good battery timing good display sound and call quality is awesome thanks daraz', 'Acha mobile ha 2 week se use kr rha seller bhe cooperative ha time py delever howa ha battery timing achi ha thanks daraz', 'Nice seller sent the exact phone thank you', 'Time py delever ho Gaya jo mangwaya tha wohi aya thank you seller', 'Acha phone ha battery timing bhe achi ha speaker bhe', 'thanks for Daraz and seller', 'Nice phone thank you daraz', 'bht hi acha mobile daraz ki service bi bht achi hai', '', '', '', '', '']"
0030,"['Mobile Bht Acha Hy Jesa dkhaya gia Hy light on ni ho Rhi Btn loose ho gi Hy Shaid Open krty hoy Hm Sy ho gia Mbl condition is Very Very Good Seller Service is very good Me Issakhel Sy Hoon or idhar Delevry bht late aati Hy 10 12 din me', 'best mobile aor same cheez jo dekhiye gayi . thanks daraz and seller.', 'nice product and i,m stified Thanks draz Thanks saller', 'بہت شاندار بہت ہی عمدہ ۔۔ جی فایئو گولڈ ۔۔ بیٹری بہت اچھی ہے ہر چیز وہی ہے جو بتائی گئی ہے پوری تین ہزار ایم اے ایچ کی ہے ۔۔ thanks alot.', '#11.11 acha hai hand free 7 hoti to r b zaberdast hota', 'boht acha mobile hey thank u daraz', 'received same as ordered', 'mobile acha gfive company ka hy.sirf headphone ka point nai overall set bht acha hy. thank daraz and seller', 'this is very good product in original PTA approved thanks daraz', 'Good Quality Amazing 😍 Mobile phone Thank you daraz', 'very good', 'nice product and i,m stified Thanks draz Thanks saller', 'excellent than battery ki shape change thi', '', '']"
0031,"['97% battery, scratch less, excellent condition, just like new.']"
0032,['Very bad product.. Bettry health is very bad within 2 days bettry health 80 sy 75 ai.. faulty iphone hy...']
0033,"['intehai ghatia tareen Mobile bhja h seller ny Battery timing aik ghnta b ni veryyyy Bad seller', 'so happy to get so cute mbl and its same as shown in pic 😍🥰very satisfied', 'yar pehle aik mangwaya tha who sahi tha is me masla he band hojaraha he', 'Very nice', 'intehai ghatia tareen Mobile bhja h seller ny Battery timing aik ghnta b ni veryyyy Bad seller', 'yar pehle aik mangwaya tha who sahi tha is me masla he band hojaraha he', '', '', '', '', '', '', '', '', '']"
0034,"['Assalam u Alaikum Received before due date original product,packing was a little poor , but seller is coprative.It was my first purchase on installment happy to get it on 0% Mark up', 'The seller was very cooperative and delivered the phone in just 3 days upon my request. The phone is just perfect and everything what I was looking for.', 'Same as described.. Amazing Packing and received just in 2 days.. Highly recommend', 'The seller was very cooperative and delivered the phone in just 3 days upon my request. The phone is just perfect and everything what I was looking for.', 'Masha Allah Jo select kia tha wohi same received Huwa hai aur bohat fast delivery hui hai thanks seller 👍', 'Received within two days same as shown in advertisement.', 'Absolutely amazing product and 5 star to all service 1.Price 2.Genuine product 3.Daraz Discount n vouchers 4. Delivery Time 5.Seller Response 6.Bank Voucher and Installment on 0 Percent markup All these things help me to get this amazing mobile at roughly 47000 which is less then market. Thanks all amd amazing daraz sale. 11.11', 'Same as described.. Amazing Packing and received just in 2 days.. Highly recommend', 'jo mng waya tha wohi hai thnkz daraz', 'Original Product and timely dilevered.', 'Great packaging, Great product and received before the mentioned before delivery date. The seller is so cooperative. Will definitely shop again from this seller. Thanks.', 'Good', 'product is as per specification and absolutely original, received next day of ordering great response by seller . seller is highly recommended. thanks and well done draz and seller.', 'v good seller, shipped very fast. original product received.', 'Original phone, everything was OK, delivered on time.']"
0035,"['received Original Product of Redme... Seller Response Very Good and Early. Satisfied 👍', 'Mobile to Pinpack hai jaldi bi Ponch aya laikn delivery walo ne us adress pe nahi ponchaya jo adress dia tha balke call kr ke inform kia gaya or kaha gaya k a ke khud le jaye jiske ko laine k kiye mujhe 12 km dor ja ke kaina para bht afsos howa is bat pe.', 'Great mobile, fast charging bhi nahi hai and No Glass No Cover. Best for my Rayyan Ali Khan.', 'Great mobile, fast charging bhi nahi hai and No Glass No Cover. Best for my Rayyan Ali Khan.', 'excellent.. thanks for delivering in quick time', 'I request for mint color in chat but received blue other wise good reasonable price', 'delivery & products quality is very good I recommend to any one who interested', 'MashAllah nice mobile', 'bhot acha mobile received hoa Hai', 'gorgeous phone. Better than anticipated', 'bht achi cheez bheji hy in time jo color btaya wo he send kiya thanks', 'acha phone ha MashaAllah', 'Good product 💯💯💯', ""this is my 3rd phone from the seller. and I'm much satisfied with the quality and sellers response. they are so helpfull.and got the phone before its delivery time."", ""The product is very good and I'm happy to see it. Thanks to Daraz and the seller""]"
0036,"['mobile ki packing bhi achi ha.or original sumsang ki packing ki halat ma received howa ha dil khush kar diya daraz ki service na', 'Nice Cell phone delivered safely but 1 thing is shameful that no adopter with mobile at this heavy price.. only data cable found in the box .. Great services by daraz', 'Thanks a lot Daraz for their phenomenal service and a great discount of 5000 the device is very reasonablekeeping the current situation of the inflation I would highly recommend this over all other Chinese brands the look and feel of the device is awesome same like the flagship series of samsung and performance is also acceptable overall the only drawback being the charger not included with the device, which adds another couple of thousand to the already inflated price But still I like the phone thanks again daraz for providing the great experience and service Thanks a lot Daraz 😊❣️💥', 'Placed order on 14 sep and received on 16 September in afternoon. Packaging was intact. Sealed box. Received without any damage. It was a wonderful experience.', 'mobile ki packing bhi achi ha.or original sumsang ki packing ki halat ma received howa ha dil khush kar diya daraz ki service na', ""The Samsung A14 is a solid choice for those seeking a budget-friendly smartphone. With 4GB of RAM and 128GB of storage, it handles daily tasks with ease and provides ample space for apps and media. The device's performance is snappy, and it runs apps smoothly. The camera quality is good for the price range, and the battery life is impressive. If you're looking for a reliable smartphone with a balance of performance and storage, the Samsung A14 won't disappoint."", 'AoA Main daraz sy phly bhi orders krta hun but is order py mujy bohat kushi hui ha kun k ya order mujy diy gy time sy phly hi mill gya. Main is sy kush hua aor time py mari zarort puri ho gai aor mujy zada wait ni krna para. Product bhi theak ha.same as company paking. Thanks Allah Hafiz', 'Original product Box packed - Thanks Daraz ❤️🥀', 'V Goood', 'same as described original phone hai. aur colour b same bejhi hai thanks seler and daraz.', 'Very fast service selar and orignal products and same color thanks daraz', 'Time pr deliver hua ek dum fit and non active phone ha. And markt SE discount pr mila', 'The packing of the mobile was very good. The mobile was sent with great careI took the mobile on but my full amount has been charged,I request you to solve this problem', 'its original Samsung phone but no charging adopter available in box', '#1111 #11.11 Amazing product and packaging. Though as mentioned by company there is no charger with this product.']"
0037,"['I just mistake to select colour silver colour zarorat tha grey kar dia. but mobile and saler response is to Good excellent saler.', '#11.11 Good Mobile, I like it', 'The design is really good! Highly recommend for these type or price range phones! Overall its a good one', '99% satisfied. Very good mobile. Beautifu and battery timing is excellent Everything is equal. Thank you daraz This is a true and honest seller. Anyone who wants to buy this product can buy it without hesitation, the price is also reasonable', 'The design is really good! Highly recommend for these type or price range phones! Overall its a good one', 'Phone bhot pyara h mashallah sa 100 % satisfied speaker Sim slots all are perfect', 'Masah bhot acha ha battery timing kamaal ha', 'Seller repsonse b acha rha, mobile b same wesa he nikla jesa socha tha, pics ni ly ska, totally satisfied with the seller and product 😊', 'Very good mobile phone under this range... Plastic body thi metal nhi... Overall very niceeee', 'thkx daraz mobile bhoat acha hai', 'bohot acha fone hai', 'Best quality', 'Nice Product.... Intact Package.... A good service', 'good', '']"
0038,"['Mashallah 11.11 Sale Received safe packed PTA approved Dilivered in time response excellent Great Quality Satisfied original item received thanks seller and Daraz 👍👍😁😊', 'Quality is good. Original product. Non activated', '# 11.11 brand new. pin packed. good quality. got in 20000/- only. made in Pakistan. Seller Recommended.', '# 11.11 brand new. pin packed. good quality. got in 20000/- only. made in Pakistan. Seller Recommended.', 'i loved the phone, its orignal n sealed brand new phone. Thank you seller.', 'excellent phone at a very cheap price on 11.11 sale HBL deal.', 'Good Product delivered with seal pack Thanks Daraz', 'good product. well packed.', '👍', '#11. 11, amazing discount, finally received, happy, new packed.', '#11.11 Great outclass ... same as shown....', '#11.11', 'original mobile with all sealed, pta approved recommended 👍', ""bohat acha Hy original 💯 ok set no active seller bahi boaht aala phone 📱 acha Hy Jo btya wo diya I'm Soo happ"", 'Original Product at a very reasonable price. I bought an 11.11 sale in 20000 on HBL maga deal. I am so happy.']"
0039,"['mobile bahot acha hai. 8 gb ram h aor rom 128 gb hain. software normal lag ra h. camera theek h. overall ais price m zabardast chiz h. saller bahot acha bnda h. main nay usy msg kr kr bht tang kya 😂 lkn saller nay mjhy hr bar reply di. thank you Daraz and thank you saller', 'It is the best product and the original as I have advertised, I have got no two opinions, you also order you will like daraz and service is also good and the thing is also cute and has come with absolutely good Awesome products and original Spark phone with box and charger and warranty crad thank you daraz', 'slam or thanks daraz bhot hi service ha 1din phly hi parsl rcve ho gay ha save packing Kay shat bhot hi ache device ha 2din use kry KY bad bhe koi isu ni Aya again thanks daraz', 'seller ko 11 november order dia tha aor 13 november ke 4 baje order book kia tha. delivery to time se agai lekin kafi jaldi thi mobile ki.is waja se seller ko jaldi krni chahye thi. over all experience was good achi chez bheji. koi gift bhejte to kafi acha lagta but no way thnx alot.', 'zabrdast amazing 😍😍😍😍😍 thank you so much for this owesome mobile bht hi Alla saller is very coprative yeh bnda waky hlal kma rha hai 🌹🌹🌹🌹🌹❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍', 'I am satisfied with the product n recommended', 'received as shown. good quality. ordered again for my mother also', 'Original product received before estimated date. Satisfied with seller 😊', 'Thank you Seller Jo chez mangwaya wae Mila hai Shokurya...... baqii Delivery ponchaney waley ne bahot tang Kia.... TSC walooon....', 'A good product and a good seller at the same time☺️The product was better than expected. Seller is also active and guidance is also recommended The delivery was also on time and the packaging was also good thanks seller', 'product is well&good but delivery method via leopard is so bad they not delivered at time and at the end we collect our product from leopard head office very bad experience for me', ""thanks daraz that's great deal Phone 📱 is very good and affordable price"", 'Pakistani manufactured phones are really stepping up', 'nice mobile good performance', 'Amazing experience, and safe packing.']"
0040,"['Very disappointing. This phone is not 8 GB RAM as claimed. This is a 4GB + 4 GB expendable. The add should clearly state that truth. Also, it has a slow processor. an iPhone user will find it very slow. it is large screen phone. The back camera quality is good in day light but not very good in low light. Overall it is okay for the price it is being sold at. But the ad should clearly state the figures to avoid any disappointments.', ""same mobile deliver hoa hai thanks 😊😊👍 I'm very happy......"", 'good quality nice phone I like it very much', 'v nice tnx daraz', 'looking good with back cover received ram here show 8gb but in mobile show 4 GB +4gb extendable other OK', 'Good mobile recieve on time 🔥 work well💙 just youtube thora slow chl rha ha🌸 overall good🌜 recommended 💪 camera result is ok ok💪', 'phone received everything packed well and delivery was fast.', ""very good and fast delivery, i like it but should be back cover given in the box, it's negative from inside. we have to buy it separately anyway we will buy"", 'I ordered black but received blue. Delivery was quite fast. Cell phone is made in Pakistan which has not been mentioned anywhere in the ad..... Why did the seller hide this information rather we should be proud of our own products. Experience with the product overall is good for this price.', '4+4 Ram', 'Very disappointing. This phone is not 8 GB RAM as claimed. This is a 4GB + 4 GB expendable. The add should clearly state that truth. Also, it has a slow processor. an iPhone user will find it very slow. it is large screen phone. The back camera quality is good in day light but not very good in low light. Overall it is okay for the price it is being sold at. But the ad should clearly state the figures to avoid any disappointments.', 'یہ ٹھگ لوگ ہیں ۔جو دکھایا جاتا ہے وہ بھیجا نہیں جاتا۔۔ اس سیلر کا رویہ انتہائی نامناسب اور غیر زمین دارانہ ہے۔۔۔پہلے خراب سیٹ بھیج دیا پھر ریٹرن کرنے کی بجائے ایک مہینہ ذلیل کیا ۔۔پھر موبائل ہی روک لیا۔۔اور بالآخر ریٹرن کینسل کر دیا۔؟دراز بھی سیلر کے ساتھ ملا ھوا ہے ۔۔', '', '', '']"
0041,"['Thanx a lot OPPO Mobile Pakistan for quality product which i ordered & Daraz for in time delivery.', 'I recently received my parcel from the official Oppo store, and while the phone itself is excellent and original, I was disappointed with the packaging. The box arrived damaged, and there were no bubble wrap or proper protection inside. However, I must commend the seller for their polite and reasonable behavior throughout the process. I hope they improve their packaging to ensure better protection for future shipments. #OnlineShopping #OppoStore #CustomerExperience', 'Good Service.. Mobile recieved on time 👍', 'zarbardat', ""Thanks Oppo Pakistan for your rapid response I'm also glad to have the same product that I have ordered. and special thanks to all the team of Daraz for being cooperative and responsive."", 'Good Service.. Mobile recieved on time 👍', 'Its owesome amazing', 'good product orinal non active', 'got the phone in 3 working days the packaging and the servive was amazing', 'nice phone 📱🤳', 'Thanks, Daraz, for providing such a wonderful platform for us.. Thanks Oppo 👍 😊', 'I have ordered A17 but I got A77s Thank you so much 😊😊😊', 'mobile acha th pr deliver total 12 din m hoi', ""Oppo A17 4Gb + 64Gb it's a really great"", ""good that's my 6 th mobile from daraz""]"
0042,"['Excellent product, genuine and original product, PTA approved. No Patched mobile. Seller sounds a very professional and committed in such deals. strongly recommended and feel free to buy this product. Thank you Daraz and Grateful to you Dear Seller...', '#11.11 received as per specs mentioned. highly recommended.', 'Box was sealed and came with all accessories. The seller is recommended for geniune product.', 'excellent device delivered before time 100% seller recommended.', 'very beautiful thanks shop tech love you set was pin pack', '#11.11 received as per specs mentioned. highly recommended.', 'I am regular customer of daraz and always have a v.good Experience with daraz. Itel s23 is Excellent same as show in picture Thank you daraz', 'Good Packing and delivery on time...Great Work', 'recieved on time', 'Awesome device.Thanks daraz and seller for on time delivery.', ""it's genuine and 100% original. 10/10 recommended 💖"", 'Reasonable phone at a reasonable price', 'Received same but packing need improvement to prevent damage and ensure safety.', 'very good smart phone and good packing Thanks 👍', 'all good.no problem in any function']"
0043,"['Recommended seller 💯 fast shipping, pin packed.This phone has been warranty active 6 weeks ago on manufacture date by Samsung. Phone is original and has not been repacked. The warranty is 24 months and will expire september 2025.So hurry up before your favorite color is sold out.', ""In description section it says: What's in the box = 1 Phone , 1 Charger. But there is no Charger in the box. I know Samsung latest phone don't have chargers anymore, But then, why did your write it Like that. Moreover, the description/Specification Style of this phone in the daraz store was the worst thing I have ever seen. Kindly hire someone good. Other then of that, Original Seller(Samsung Flagship Store) is Selling Original/Sealed mobile phones. Good Delivery Service. So overall 3 Star"", '#RWC2. Genuine product with quick delivery.', '#RWC2. Genuine product with quick delivery.', 'In-time delivery and exact product. Fully satisfied with Daraz and their 11.11 sale.', 'Recommended sellar. Original product PTA approved. Deliver time to Lahore 3 days.', 'Fast delivery. they sent what they showed.', 'awesome phone,timely delivery', 'awesome....', 'excellent,', ""In description section it says: What's in the box = 1 Phone , 1 Charger. But there is no Charger in the box. I know Samsung latest phone don't have chargers anymore, But then, why did your write it Like that. Moreover, the description/Specification Style of this phone in the daraz store was the worst thing I have ever seen. Kindly hire someone good. Other then of that, Original Seller(Samsung Flagship Store) is Selling Original/Sealed mobile phones. Good Delivery Service. So overall 3 Star"", 'he log 2 3 br mere sath kr chuky h ye asa . 2 3 month purana used mobile bhejte . afsos daraz fraud sellers ko kuch nhi kheta', ""The phone is fine but very conveniently they didn't inform that the phone isn't dual sim. Being sly gets you nowhere."", '', '']"
0044,['دراز ایپ سے موبائل منگوایا تھا جو کہ جیسا پکچر دکھایا ویساہی پایا تھینکس دراز ٹیم']
0045,"['Mobile is original as shown in the picture I give 5 Star to the seller honest seller But the leopard courier is third class delivery they could not deliver thier behaviour is very rude', 'Bohat zabardast phone aya h same as shown mujha pehla dar tha k fake na ho but ya fake nai tha 10/10 ❤️❤️❤️', '#11.11 .Excellent service by daraz.purchase on installment cheaper then market.thanks daraz', ""😍Very authentic seller❤️thank you so much✨ received in a great condition and delivery was also fast...much better price on daraz 11.11 sale... it's PTA approved also 👍 recommended ✅ #11.11"", '#11.11 .Excellent service by daraz.purchase on installment cheaper then market.thanks daraz', 'Good infinix Moblie And PTA Aproved Mobile Good sellar', '#11.11 Good quality original product Good packing & Good daraz sarvice thx sellar & DARAZ', 'exellent', ""with this vendor I HV placed many times and I get delivery on very next day always. I don't know the trick of this vendor how he delivers on very next day. always he sends the right product and same color as per order always and with good packing he sends"", 'I received Original PTA Approved Infinix Hot 30 mobile phone packing was excellent 👍 the phone is exactly what i expected delivery time was very quick and i also recommend others to purchase phones from this seller. The seller is very honest and committed.', 'excellent service received on time all things good 👍', 'Original product & Fast delivery.. seller recommend', 'Received first day of given Date.', 'Received safely and on time. However I was sent white color while I ordered black.', 'Very Quick delivery.. Original product']"
0046,['اسلام علیکم ورحمتہ اللہ بھائی ڈلیوری سروس بھی اچھی ہے اور سیلر سروس بھی اچھی ہے موبائل فون بھی اچھا ہے لیکن بیٹری ٹائمنگ بلکل بھی اچھا نہیں ہے ایک فون کال بھی آپ نا کریں پھر بھی اس نے بند ہوجانا ہے']
