ID,Reviews,Review Analysis,Product Title,Price,Rating,Free Shipping Status,Seller Rating,Ship on Time,Product Link,Specifications
22,original product packing for logistics was excellent delivered on first promised day took 4 days to deliver a standard time price slight higher than company declared price and market price but its ok in case of 0installments thanks to the seller for the phone the same as i ordered the same color keeps your trust to people but guarantee card is missing i ordered one more same mobile with an other number received my package today good looking mobile in this price tag received just in one day looks good  very nice and good mobile in this price range and its my first experience very good experience honest seller the product was same as shown delivery little bit late but the seller 100 recommend original product and super fast delivery within 18 hours good seller thanks daraz same product jo btaya wohi delivere kia delivery service boht fast hy good xiaomi no 1 world choice nice fone big battery charging type c honi chahia thi seller responded on time sent earlier and received well 5 star for good experience received my package today good looking mobile in this price tag amazing parcel jesa dekhaya gya wesa hi aya zabardsht  fully certifies best box was damaged and not well packed set is working fine so far and product is original cant comment if its not repacked as not aware how to check original product pta approved before time recieved recomended,Positive,Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,19999,4.7,Free Delivery,91.0,74.0,https://www.daraz.pk/products/a2-3gb-64gb-5000mah-i430324944-s2050666136.html?search=1,"['ProcessorMediaTek Helio G36CPU: Up to 2.2GHzStorage & RAM2GB+32GB | 3GB+32GBLPDDR4X + eMMC 5.1Supports expandable storage up to 1TBDimensionsHeight: 164.9mmWidth: 76.75mmThickness: 9.09mmWeight: 192g*Data provided by internal laboratories. Industry measurment methods may vary, and therefore actual results may differ.Display6.52” HD+ Dot Drop display1600 x 720 HD+20:9 aspect ratioSupports Night LightRear Camera8MP main cameraf/2.0Auxiliary lens**Auxiliary lens refers to QVGA lens with an active pixel array of 248 x 328.Rear video recording1080p | 1920 x 1080 at 30fps720p | 1280 x 720 at 30fpsFront Camera5MPf/2.2Front video recording1080p | 1920 x 1080 at 30fps720p | 1280 x 720 at 30fpsBattery and Charging5000mAh (typ)10W fast charging10W in-box chargerMicro USBSecurityRear fingerprint sensorNetwork & ConnectivityDual SIM + microSDNetwork bands2G: 850 900 1800 1900MHz3G: 1/5/84G: LTE FDD: B1/3/5/7/8/20/284G: LTE TDD: B38/40/41Wireless NetworksSupports 2.4GHz Wi-FiSupports FM radio* (with headphones)Bluetooth 5.0*The FM function requires the use of wired headphones and may vary across regions.Navigation & PositioningGPS L1 | Glonass G1 | BDS B1I | Galileo E1Audio3.5mm headphone jackSensorsAccelerometerOperating SystemAndroid 12 (Go Edition)Package ContentsRedmi A2+/ Adapter/ USB cable / SIM eject tool / Warranty card / User guide', 'Processor\nMediaTek Helio G36CPU: Up to 2.2GHz\nStorage & RAM\n2GB+32GB | 3GB+32GBLPDDR4X + eMMC 5.1Supports expandable storage up to 1TB\nDimensions\nHeight: 164.9mmWidth: 76.75mmThickness: 9.09mmWeight: 192g*Data provided by internal laboratories. Industry measurment methods may vary, and therefore actual results may differ.\nDisplay\n6.52” HD+ Dot Drop display1600 x 720 HD+20:9 aspect ratioSupports Night Light\nRear Camera\n8MP main cameraf/2.0Auxiliary lens**Auxiliary lens refers to QVGA lens with an active pixel array of 248 x 328.Rear video recording1080p | 1920 x 1080 at 30fps720p | 1280 x 720 at 30fps\nFront Camera\n5MPf/2.2Front video recording1080p | 1920 x 1080 at 30fps720p | 1280 x 720 at 30fps\nBattery and Charging\n5000mAh (typ)10W fast charging10W in-box chargerMicro USB', '']"
23,mobile was repacked there was no company seal when i confirmed from mi service center they confirm that mobile was repacked and was activated 11 days before purchasing date and this shop owner have assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before purchasing nice mobile delivery in time thanks for seller thank you draz and thank you seller bohat acha mobile hy or same colour jo order kia tha bohat acha seller hy over all very nice and good experience delivered phone same as shown in picture product delivered with in the time period given thanks daraz and seller for keeping our trust first experience for buying mobile phone from daraz good mobile phone with reasonable price seller is very cooperative recommended seller  like every time this time also the experience was very good and i received the delivery on time thank you daraz honest seller geniun product same as shown pta approved 1111 offer benefit very low price thanks daraz 5 stars original product and sealed bus delivery time zyada laga tha may be due to 11 11 its quite nice product and original and the delivery time was also affable very good mobile phone                       received sealed pack same as ordered satisfied original product at good price satisfied with the productthanks to draz,Positive,"Redmi 12C - 6.71"" Inch Display - 4GB RAM",25990,4.5,Free Delivery,85.0,100.0,https://www.daraz.pk/products/redmi-12c-671-inch-display-4gb-ram-i425222112-s2014006595.html?search=1,"['1 Year Brand Warranty\nDisplay : 6.71"" Inch IPS LCD, 500 nits\nOS : Android 12\nMemory : 4GB RAM , 64GB & 128GB ROM\nProcessor : Octa-Core, MediaTek Helio G85\nMain Camera : 50 MP + 0.08 MP\nFront Camera : 5 MP\nSide-Mounted FingerPrint and FaceUnlock\nBattery : 5000 mAh, non-removable\n10W Fast Charging\nPTA Approved', '', '']"
24,1  look  design phone is awesome in look very beautiful design feels like premium flagship 2 performance  satisfactory 3 battery  awesome 4 front camera average 5 back camera  good but not excellent 6 over all  value for money recommended this item                      i like the product its non active device and nicely company packed i always order from your store  thanks i received samecolor as i want i like the product its non active device and nicely company packed i always order from your store  thanks i received samecolor as i want                      product was delivered within two days alhamdolillah i received the same phone as they promised i was worried about the delivery of the product but the seller was very cooperative thankyou again i am unable to share my phones pictures because i captured them from my old phone and unfortunately its battery is dead the reason i bought this phone i would definitely recommend people to buy from alhamdolillah traders co they are trusted  from dera ismail khan trusted vendor responsive well packed received in a very good condition a very beautiful mobile phone havent used yet but hope it would work great thanks seller i give 5 star rating on this product the seller is very cooperative honest friendly and has fast delivery service give me the original product same as show in add thanks seller and thanks daraz so i ordered white color accidentally but mene seller ko chat me kh dia k mugha green chahiya and he said ok but seller ne bhi galti se white bhj dia jb mugha deliver hua to mene unse contact kia and unho ne mugha replace krna ki offer ki k ap is shop pr ja kr clr change krwa le amazing after sales and the product i got is genuine box packed bat acha mobhil phone ha good service ha aor fast delivery ha thank you draz and seller  seller i had a remarkable experience with this seller they were highly responsive and my order arrived in just 4 days faster than the estimated 1014 days the phone was brand new pta approved and wellpackaged phone impressive the phone is excellent it excels in camera quality touch sensitivity screen resolution and speed all receiving a perfect 1010 rating the only drawback is the 5000mah batterys faster drain honest seller and a good one seller should dispatch the phone on next working day or in 2 days mine was dispatched a bit later but thankfully leopard didnt take much time to deliver i collected it myself on saturday else could have been monday yar boht jaldi receive hwa boht acha mob mila boht he acha banda ha yar jis na bajha boht respect sa bat karta hain or reply bi fast ha or jo kuch kah doo bai kar deta boht trusted banda ha 3rd mob ha jo is bai sa order karwa raha hamesha original mila masha allah allah inhain kamiyab kara ameen orignal mobile phone pta approved non acctive fast delivery service thanks for seller and daraz online shopping got my phone i am already a fan of daraz satisfaction level infinity,Positive,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",36999,4.9,Free Delivery,95.0,85.0,https://www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i432054677-s2064260237.html?search=1,"['General FeaturesRelease Date2023-08-29SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.7 x 76.6 x 8.4 mmPhone Weight196 gOperating SystemAndroid 13, XOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2', 'Battery\nType 5000 mAh\nCamera\nFront Camera 8 MP\nFront Flash Light Yes\nFront Video Recording 1080p@30fps\nBack Flash Light Yes\nBack Camera 50 MP + 0.08 MP\nBack Video Recording 1440p@30fps, 1080p@30fps\nConnectivity\nBluetooth Yes\n3G Yes\n4G/LTE Yes\n5G No\nRadio Yes\nWiFi Yes\nNFC Yes\n6.78 InchesDisplay', '']"
25,zabrdast mobile hy original packing k sath markeet me final 39000 ka mil raha tha daraz se 36500 ka mila hy thnkew daraz thanks daraz original device in a low price and deliver safely on time keep it up best mobile good and save and fast delivery on time thank you selar thank you daraz buht hi acha experience raha market se buht hi discounted price pr buy kiya and also delivered within one day happy with purchase it was worth it the mobile phone is original and really good in performance and it is really recommended the only thing missing is that we didnt get any warranty card in the box product is made in pakistan however it is of good quality bohat hi aala phone hey  thanks to seller and daraz best product best seller service thanks draz best mobile good and save and fast delivery on time thank you selar thank you daraz very good product seller response is appreciated well packed and in time delivery thank u i want to thanks samsung very much for this smartphone its awesome and affordable genuine seller fast delivery same product delivered shown in pictures reccomended excellentgot the desired product as it was ordered zabrdst rate bhe acha servicr bhe achi it is very wonderful gadget,Positive,Samsung Galaxy A04 4GB+64GB,42999,4.6,Fastest Delivery,92.0,100.0,https://www.daraz.pk/products/samsung-galaxy-a04-4gb64gb-i421205430-s1988618927.html?search=1,"['Samsung Galaxy A04\n6.5” inches Display\nAndroid 12\n720 x 1600 pixels\n2.35 ghz Octa Core Processor\n5000 mAh non Removable Battery', 'Samsung A04 4GB+64GB', 'Specifications of Samsung Galaxy A04 4GB+64GB\nBrand Samsung SKU 421205430_PK-1988618927 Protection Not Specified Number Of Cameras Not Specified Year Not Specified Warranty Policy EN 1 year\nWhat’s in the box 1 x Phone, 1 x User Manual']"
26,reciceved it in 3 days good mobile original no damage to the product original charger was also in the box recommended seller unbeatable price by seller very co operative seller but very late answering  overall 1010 thank you to daraz platform product is original and as per details given delivered well before the committed time good presentable packaging delivery is safe and soundrecommended the saller product is original and as per details given delivered well before the committed time good presentable packaging delivery is safe and soundrecommended the saller unbeatable price by seller very co operative seller but very late answering  overall 1010 thank you to daraz platform very good seller at daraz storei am satisfied with this order and recommend this seller very good and fast mobile thanks daraz very nice good quality mobile average price rom 128gb very good seller original product zaberdast 1010 bht acha mobile hye very nice product mgr charger kharab hye  bht zabardast mobile hye bht manasab qeemat perfect delivery time  reciceved it in 3 days good mobile original no damage to the product original charger was also in the box recommended seller i am very happy to receive my ordered mobile phone which has arrived safe and sound received as described thanks the delivery service and seller service both were terrible the seller didnt even respond to my msgs but the product is good,Positive,itel A60s 4GB RAM* +128GB ROM 6.6″ HD+ Display 5000mAh Battery PTA approved Official Brand Warranty,22399,4.7,Free Delivery,85.0,100.0,https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?search=1,"['6.6″ HD+ Display\n5000mAh Battery\n4GB RAM* +128GB ROM\n8MP Dual Rear Camera\nDual Security', '', '']"
27,amazing phone within the discounted price of 1111 i would recommend everyone if you are looking to get the basics done alright and dont want to spend too much this is the right choice quality is not cheap like other phones in this budget however i do have one complaint as the phone down have a case in the box and no warranty card 1111 i am using this mobile for 5 days now best mobile for basic tasks like whatsapp call youtube etc i received it on 1111 sale at price 15k which is too good deal everyone appriciate its look working smooth and battery timing is too good  received brand new box packed mobile quality seems to be good performance is also fine excellent product original and value for money excellent mobile excellent service excellent response time to time thanks for everything recommended you all guys who are just thinking for buyingwant to give 10 stars am so glad to have this beautiful product received brand new box packed mobile quality seems to be good performance is also fine excellent product original and value for money many thanks daraz team and same specs as in description and mobile is very well its surprise gift to my mother and she is very happy after getting this  beautiful cell original honor x5 seal peck nice products nice quality fast delivery sir mene 1111 sale men lia ha wahan hbl bank se pay krne par 15000 ka show horha tha lekin mere ap ne 16609 kate ha ye kya msla ha mene hbl bank se he pay kia tha plz muje apny 1500 wapis karega thx delivery late mili hai muj koproduct is good aur daikhta hai ismaal kar k ab wase tu sahi lag raha hai mashallah bhoot acha phone ha or as price ma bhoot he best ha thanks bahi allah pak khouss rhky ap ko it is good but the final feedback should be given after the use of the product for a few weeks quality is awesome n in this price is the best option 100  genuine thanks to draz reached safely with outstanding paking beautiful set amazing product timely delivered highly recommend,Positive,Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty,19999,4.7,Standard Delivery,90.0,100.0,https://www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1,"['Honor X5 Dual SIM 2GB RAM 32GB ROM 4G 1Year Official Warranty:Dimension164 x 75.6 x 8.9 mmWeight193 gBatteryNon-removable Li-Po 5000mAh BatteryOSAndroid 12 (Go edition)Memory32GB built-in, 2GB Ram Card slot microSDXCProcessorOcta-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53) Mediatek MT6762 Helio G25 (12 nm) GPU PowerVR GE8320ConnectivityBluetooth 5.1, A2DP, LE USB microUSB 2.0, OTG ,WLAN (Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot), GPRS, EDGE, 3G HSPA,4G LTEDisplay Size6.5 inches , Sensors Accelerometer, proximityDisplay ColorsTFT IPS LCD capacitive touchscreen, 16M colors 720 x 1600 pixels, (270 ppi density)Operating FrequencySIM1: GSM 850 / 900 / 1800 / 1900 SIM2: GSM 850 / 900 / 1800 / 1900BrowserHTML5Body ColorsSunrise Orange , Ocean Blue , Midnight BlackEntertainmentFM Radio, 3.5mm audio jack, MP4/H.263/H.264/WMV player, MP3/eAAC+/WMA/WAV player, YouTube, Google Talk, Games (built-in + downloadable)CameraSingle :8MP, f/2.0, (wide), AF LED flash Video 1080p@30fps SELFIE CAMERA Single 5 MP, f/2.2, (wide) Video 1080p@30fpsRing TonesMP3, WAV ringtonesMessagingSMS(threaded view), MMS, Email, Push Mail, IMOther FeaturesGPS, GLONASS, GALILEO, BDS Dual SIM + Micro Sim, dual stand-by), Photo/video editor, Document viewer, Google Search, Maps, Gmail, Document viewer, Speakerphone', ""The battery's typical capacity is 5,000 mAh, while the rated capacity is 4,900 mAh.\nThe display adopts a curved bezel design. When measured according to the standard rectangle, the diagonal length of the screen is 6.5 inches (the actual visible area is slightly smaller).\n Colors listed in each region differ. Please consult your local dealer for details.\nThe data comes from the HONOR laboratory. Social media browsing, online video playback and music playback were tested under airplane mode in a Wi-Fi environment, while audio calls were tested under a Wi-Fi environment. The specific usage time varies depending on actual usage.\nThis product is not a medical device and has no therapeutic functions.\nActual available storage space is less than this value due to system usage.\nSupports up to 1TB microSD card expansion. MicroSD card not included, purchased separately.\nDue to the possibility of system caching, there may be price discrepancies when you update the page. If you find that the price or promotional information of the event product is abnormal, please contact us immediately so that we can correct it in time.\n* The product image and screen content on the above pages are for illustration only. The effect of the physical product (including but not limited to appearance, color, and size) and the screen display content (including but not limited to background, UI, and graphics) may differ slightly. Please refer to your actual product.\n* The data on the above pages are theoretical values from HONOR's internal laboratory, obtained in a specific test environment (see the specific instructions for details). Actual use may differ slightly due to individual product differences, software versions, usage conditions and environmental factors. Please refer to your actual product.\n* In order to provide as accurate product information, specifications, and product characteristics as possible, HONOR may adjust and revise the text, images, etc. on the above pages in real time in order to match the actual product performance, specifications, indicators, parts and other information. Due to real-time changes in product batches and production and supply factors, if any aforementioned modifications and adjustments are necessary, no special notice will be given."", 'Specifications of Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty\nBrand Honor SKU 421054632_PK-1988619536 Protection Not Specified Year Not Specified Number Of Cameras Warranty Policy EN']"
28,recently acquired the infinix note 30  impressed with its overall performance the shipment exceeded expected delivery time though there was a color discrepancy ordered black received gray will share detailed performance feedback after more use appreciate daraz team for their service great phone and in same condition box packed sealed orrigional accessories everything is great but delivery was not good by leopard they tell that delivery is not in that area mashallah phone tu great ha budget friendly value for money packing company packing mei tha seal pack sound system jbl company ka ha sound la jawab ha 1010 for seller and for phone 108 thankyou alhamdulillah trading co for delivering phone fast and on time they delivered box packed genuine product businesses like alhamdulillah trading co are reason to trust ecommerce keep up the good work looking forward to do business again great phone and in same condition box packed sealed orrigional accessories everything is great but delivery was not good by leopard they tell that delivery is not in that area asslaam u alaikum  thanks to seller after my order i received phone in 50 hrs very fast service of daraz  selleri got phone in genuine conditiongod bless u brother very nice mobile infnix note 30 quality is amazing colour osam thanks draz appreciation for daraz and seller placed order and recieved in less than 24 hrs fast and safe delivery thumbs up  very good phone in this budget very sleek design good battery  graphics and performance best quality original product seller is cooperative delivery was on time product quality is as shown in the photos packing was not upto the mark seller is requested to properly pack the mobiles ill definitely buy from this seller in future main nay infinix note 30 horder kia black colour main ma sha allah bhut acha sat ha use krnay mei like this thanks to draz its a wonderful cell phone everything is in good condition packing is good recommended seller mashallah phone tu great ha budget friendly value for money packing company packing mei tha seal pack sound system jbl company ka ha sound la jawab ha 1010 for seller and for phone 108 mobile is fine but terrible delivery experience 1st they updated wrong status that address not found  after making multiple complaints i was asked to visit their office for order pickup  also had to visit twice bcz they were unable to find parcel on the 1st day of visit,Positive,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",46999,4.8,Free Delivery,95.0,85.0,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1,"['ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in128/256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)', 'Build OS Android 13 OS  \nUI XOS  \nDimensions 168.6 x 76.6 x 8.6 mm  \nWeight 219 g  \nSIM Dual Sim, Dual Standby (Nano-SIM)  \nColors Obsidian Black, Interstellar Blue, Sunset Gold  \nFrequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900  \n3G Band HSDPA 850 / 900 / 2100  \n4G Band LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500)  \nProcessor CPU Octa-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55)  \nChipset Mediatek MT8781 Helio G99 (6nm)  \nGPU Mali-G57 MC2  \nDisplay Technology IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  \nSize 6.78 Inches  \nResolution 1080 x 2460 Pixels (~396 PPI)  \nExtra Features 120Hz, 580 nits (peak)  \nMemory Built-in 128/256GB Built-in, 8GB RAM, UFS  \nCard microSDXC (dedicated slot)  \nCamera Main Triple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash  \nFeatures Phase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps)  \nFront 16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)  \nConnectivity WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct  \nBluetooth v5.1 with A2DP, LE  \nGPS Yes + A-GPS support  \nRadio FM Radio  \nUSB USB Type-C 2.0, OTG  \nNFC Yes  \nData GPRS, Edge, 3G (HSPA 42.2/5.76 Mbps, 4G (LTE Cat4 150/50 Mbps)  \nFeatures Sensors Accelerometer, Compass, Fingerprint (side mounted), Gyro, Proximity  ', '']"
29,aslamo alikum dear consumer buhat acha phone quality best ha sound level ha flash light bhi zabrdast bettry timing bhi kamal ki ha welljo ma ne blue colour order kia tha wo he mujhe received howa or fast service  delivery k sath or in ka rate kafi sallers se munasib or kam ha thanks you draz  sellers amazing product deliver on time working good using from a week good battery timing good display sound and call quality is awesome thanks daraz acha mobile ha 2 week se use kr rha seller bhe cooperative ha time py delever howa ha battery timing achi ha thanks daraz nice seller sent the exact phone thank you time py delever ho gaya jo mangwaya tha wohi aya thank you seller acha phone ha battery timing bhe achi ha speaker bhe thanks for daraz and seller nice phone thank you daraz bht hi acha mobile daraz ki service bi bht achi hai     ,Positive,Itel Muzik 400 Dual Sim BIG Speaker Display 2.4' Camera Wireless FM Battery 3000 Mah Official PTA Approved 1 Year Brand Warranty,4249,4.9,Standard Delivery,94.0,100.0,https://www.daraz.pk/products/400-24-fm-3000-mah-pta-1-i431055963-s2089663394.html?search=1,"[""Itel Muzik 400 Dual Sim BIG Speaker Display 2.4' Camera Wireless FM Battery 3000 Mah Official PTA Approved 1 Year Brand WarrantyCamera PhoneWireless FM Big batteryDual SIm Big Speaker"", 'DimensionN/AWeightN/ABattery1900 mAh Battery with Super Battery ModeMemory4MB+4MB Micro SD support up to 32GB (2000 Contacts Memory and 500 Messages)ConnectivityBluetoothDisplay Size2.4 QVGA DisplayDisplay ColoursQVGAOperating FrequencySIM1: GSM 850 / 900 / 1800 / 1900 SIM2: GSM 850 / 900 / 1800 / 1900 SIM3: GSM 850 / 900 / 1800 / 1900BrowserWEBBody ColoursBlack , BlueEntertainmentFM radio ,Games YesCamera0.8MP Rear CameraRing TonesMP3 ringtonesMessagingSMS,Other FeaturesKing Voice Talker Dual SIM + Mini-SIM, Organizer, Speakerphone 1000 Contacts with Photos, with 500 Message Support Big LED Torch', ""Specifications of Itel Muzik 400 Dual Sim BIG Speaker Display 2.4' Camera Wireless FM Battery 3000 Mah Official PTA Approved 1 Year Brand Warranty\nBrand No Brand SKU 431055963_PK-2089663394\nWhat’s in the box phone charger""]"
30,mobile bht acha hy jesa dkhaya gia hy light on ni ho rhi btn loose ho gi hy shaid open krty hoy hm sy ho gia mbl condition is very very good seller service is very good me issakhel sy hoon or idhar delevry bht late aati hy 10 12 din me best mobile aor same cheez jo dekhiye gayi  thanks daraz and seller nice product and im stified thanks draz thanks saller                                thanks alot 1111 acha hai hand free 7 hoti to r b zaberdast hota boht acha mobile hey thank u daraz received same as ordered mobile acha gfive company ka hysirf headphone ka point nai overall set bht acha hy thank daraz and seller this is very good product in original pta approved thanks daraz good quality amazing  mobile phone thank you daraz very good nice product and im stified thanks draz thanks saller excellent than battery ki shape change thi  ,Positive,Gfive Gold - 1.8 Inch Display - 3000mAH Battery - Auto call recording - Save 1000 contacts - Wireless FM Radio -Rejected Unknown callers - dual sim - PTA Approved - Audio & Video Player - 1 Year brand warranty,2599,4.6,Free Delivery,87.0,100.0,https://www.daraz.pk/products/18-3000mah-1000-fm-pta-1-i434102817-s2082304057.html?search=1,"['Gfive Gold\n1.8 Inch Display\n3000mAH Battery\nAuto call recording\nSave 1000 contacts\nWireless FM Radio\nRejected Unknown callers\ndual sim\nPTA Approved\nTorch Light\nPowerful Speaker\nAudio & Video Player\n1 Year brand warranty', 'Gfive Gold\n1.8 Inch Display\n3000mAH Battery\nAuto call recording\nSave 1000 contacts\nWireless FM Radio\nRejected Unknown callers\ndual sim\nPTA Approved\nTorch Light\nPowerful Speaker \nAudio & Video Player\n1 Year brand warranty', '']"
31,97 battery scratch less excellent condition just like new,Positive,Like New Phones - Used Apple iPhone SE 2nd Gen,70999,5.0,Fastest Delivery,92.0,100.0,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-red-64-gb-pta-approved-i434297529-s2082868613.html?search=1,"[""Brand : Apple\nModel : iPhone SE\nBattery Health - 80+\nPTA Approved\nMemory : 64 GB\nScreen : 4.7-in. Retina\nHD Camera: 12MP Zoom 5x\nVideo camera : 4K Zoom 3x\nDate of manufacture : 2020\nProcessor : A13 Bionic chip\nMemory : 3GB\nBattery : Lithium-ion 1821 mAh\nGenuine OEM components\nCertified 6 Months Daraz Warranty.\nDaraz Warranty Center\nLocation: Karachi & Lahore.\nWarranty will be claimed on order number/invoice.\nThe phone will be dispatched in Daraz's Like New packaging.\nPhone will be slightly used, ensuring its authenticity with a genuine A-grade kit.\nThe original box, charging cable and charging dock will not be included.\nAll Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition.\n60+ Quality Check Points – International Standard Grading software, quality check report will also be sent.\nFully functional Factory Unlocked\nThere could be a few minimal scratches on the phone's body or screen."", ""Brand : Apple Model : iPhone SE Battery Health - 80+ PTA Approved Memory : 64 GB Screen : 4.7-in. Retina HD Camera: 12MP Zoom 5x Video camera : 4K Zoom 3x Date of manufacture : 2020 Processor : A13 Bionic chip Memory : 3GB Battery : Lithium-ion 1821 mAh Genuine OEM components Certified 6 Months Daraz Warranty. Daraz Warranty Center Location: Karachi & Lahore. Warranty will be claimed on order number/invoice. The phone will be dispatched in Daraz's Like New packaging. Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit. The original box, charging cable and charging dock will not be included. All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition. 60+ Quality Check Points – International Standard Grading software, quality check report will also be sent. Fully functional Factory Unlocked."", 'Specifications of Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - Red 64 GB - PTA Approved\nBrand Apple SKU 434297529_PK-2082868613 Storage capacity 64GB\nWhat’s in the box 1x Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - Red 64 GB - PTA Approved']"
32,very bad product bettry health is very bad within 2 days bettry health 80 sy 75 ai faulty iphone hy,Negative,Like New Phones - Used Apple iPhone X - Space Gray 64 GB - PTA Approved,97999,1.0,Fastest Delivery,92.0,100.0,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-x-space-gray-64-gb-pta-approved-i434302396-s2082861761.html?search=1,"[""Model: Apple\nModel: iPhone X\nBattery Health - 80+\nPTA Approved\nScreen: 5.8-in. Super Retina HD\nCamera: 12MP Zoom 10x\nVideo camera: 4K Zoom 6x\nProcessor: A11 Bionic chip\nMemory: 3GB\nBattery: Lithium-ion 2716 mAh\nGenuine OEM components\nCertified 6 Months Daraz Warranty.\nDaraz Warranty Center Location: Karachi & Lahore.\nWarranty will be claimed on order number/invoice.\nThe phone will be dispatched in Daraz's Like New packaging.\nPhone will be slightly used, ensuring its authenticity with a genuine A-grade kit.\nThe original box, charging cable and charging dock will not be included.\nAll Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition.\n60+ Quality Check Points – International Standard Grading software, quality check report will also be sent.\nFully functional Factory Unlocked\nThere could be a few minimal scratches on the phone's body or screen."", ""Model: Apple Model: iPhone X Battery Health - 80+ PTA Approved Storage: 64 GB Screen: 5.8-in. Super Retina HD Camera: 12MP Zoom 10x Video camera: 4K Zoom 6x Processor: A11 Bionic chip Memory: 3GB Battery: Lithium-ion 2716 mAh Genuine OEM components Certified 6 Months Daraz Warranty. Daraz Warranty Center Location: Karachi & Lahore. Warranty will be claimed on order number/invoice. The phone will be dispatched in Daraz's Like New packaging. Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit. The original box, charging cable and charging dock will not be included. All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition. 60+ Quality Check Points – International Standard Grading software, quality check report will also be sent. Fully functional Factory Unlocked"", 'Specifications of Like New Phones - Used Apple iPhone X - Space Gray 64 GB - PTA Approved\nBrand Apple SKU 434302396_PK-2082861761 Storage capacity 64GB\nWhat’s in the box 1x Used Apple iPhone X - Space Gray 64 GB - PTA Approved']"
